style;size;path;array
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_253.jpg;0111111100001001000110110110100111000001111101010011111001011011100010001011100100100101100100110101101101010011101101010110101010110100000000000101101010101010101010100001000000010100011010101010000101011010101000010100101111010100101011010110101101011010010101101001010110101101001010111101001010101101010101101010101001010101010010101010101010101010111110101010111010101010010000000011111010010100101011010010110000100100100100100110010011101110011000100000011000000000001000000000100000101001111110010111100
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_290.jpg;1110111111011101010100110111000011100000001000000010001011010100101110111010010010100100100110010010000100101001010010101100000001011010101010111111010101010001010100111110101010101011010100000110101010110100011010101101000010101101011010110001111011010110101001010010101001001010000100001010100000010110111010010001010010101010101100001000000101000000010000000000000001000000101010101100000100101010000100101001001010010010010010010010001000100010101000001111100111111101111111010001010111010100001000000000110
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_284.jpg;0010000000000100000001000100101010000110001000001000110100111100110011011101100110110110110110100000101011000110101100001110101011111000001010101010101010111110111110111010111111101000000100101110101001010101101010010101011110010100101010010001101101010110110101111011000010101000000010101101010110101001010100111010101101010101000010111110111010101010101010101011101010111010100001000100101010110101001010010100100000101100101101100100110011001100111001110011111110011111111111101110001001101010100000001111110
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_47.jpg;1001111111111101010110110011100111110001111111010001111000110001100010001001101100100100100100111101001111010111101001010100111110100101010000010001011011101011110101000000010101010000101111111000010101001011100001010010111100010010111001010010100101101111010010110001101011000101001010000101001011100001010001011110101111010001010101011111101111101011111010101011101011110100000100001010101000000100101000000000110010010011110110110011011001100110001010001110001000100000001000001000100010110101111100001000000
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_125.jpg;1111001101011101010101100100100100100110100011100011011000111000100010001010100000100110110100100101101101010010100101010110111011000001010001000101101010101010111010100100000100010101101111101101010101001010101100010000111001010000101001010010110001101010001110110100101001010010100001000010100000010011111111010001011010101010110000010101000101010100111010101100010000000000000001101010100101000010100101001011110010110110010000100110010111111111011111011111000010100001111100000100001111110100000111010011101
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_53.jpg;1000000011110011111010010001100101111001011110010011110101110001000010001000001100100101100100111101011110010011101001010000101011100001010000000000101011101010101010101000000001000000011010101110110100010110101010010000101010010000101011010110101101011010010101101001000110100101011010100101010010101001010101101010101101010101000110111010111111111010101010101010101010101011010101000110101011010100101011000010110000100100100100100110011001100110011000000100001000100000000000001011100111010101010101011001111
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_90.jpg;1101110000001010100010000000000011100000000010000100000011000100011100110011010101001001001101011011010010100000001010100001010001101010101111111010101101010101001010101010101110101101010100010011101010010101011010101101010010101100010010101001001010100100111001010110100001001010100100001010100100010110101001010100001010101010010010000100010000000000010000010100000101010001101111101001000000101010010111101101011011001001011001011001101110111011101111011111100111111111010111011011010111010001010000011111100
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_319.jpg;0111000010010001100010011110110110110001111111111011000011100011001100110011001111101101101000011011000110101001010010101000001111101011101100111111101010101011101110111001000111101101010101010000101111101111000011101011010111101011010011010110100000001001010001100011101010000100101010010100100100001011001111001001111001001010111011101011000101010001000000000001010101111111111010010101010110101011010111111101011110111111110000010101000111111101001110100100000101111111100110010011100101111101110100000000000
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_92.jpg;0111100000000100101000001110011000100000001001000100011010011000101010011001101101101101101101111101011111010101101011010001011011101010110010101110000001010000001110101011111010101001010000000010101010000000011010101001010010101001010010111101011110110100101001000010100101001110110100001110111000000100101011110101000101101011111110101001010100000001000100010100000101011010101010111100000101001110100100101001010010010010010010000011001001100011001110101110000110000101111111011101111111111111100111011100100
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_79.jpg;1100000011110100011101001000001000001000000011001110000010000100011001100101110110011010011011010010110001101001000111101111010000010010101010000100000001010000000000000100001011111010101001000101001010101001010100101010010101001010010101111111010110100101001011010110101001011010110101011010110100010010101010010101000110101010111100010101000101010000000000000000010000000100001111101011000001101010010100111101011111010010010010010011001101110111000010001110101010000000001000110110011101001011111111111101111
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_127.jpg;0011111000000000000000100010100000000001111000010011001101011111101100011011001100100101100100111001001110010111101001010000111110100001010101010000010010101000000000000001000000010110101010101001010101101010100100001010101001010010100101001010010100101000010011100101001010010100101011000100101010000100000010101110100001000001001110111011111111101011111111111011101111101011000000000110100000000000000110011101010011110000010010010010000011001000100010010011100010000000101011011010110111010111110011011011011
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_51.jpg;1111101101001101010000100110000011100000001011000000111010010000111111111110111001001000001001001010010010101100000110101101000001001110101010101011101010110101111111111010101010101101010101010110101010010101011010111101010110101101010010101101011010010100101101011010110101101010010101101010010100111010110101010111101110101101000101010000101111111111101010101010111111010100001001010101011110101101011010110100101001101001001001101100100000000000000111010110100001110000000110110011111101111011110111110111111
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_133.jpg;0000101001101100010110100110000011110000100000011111110110100100010001010100110010010011010010000100100101001110010101101010100001010100111010101010101011111110101010101010111110010101010101001010111001010101101010110101011010100101011010100101101011010110110101011010010100101011010100111111000100101011110101010100101110101101010100000000000001101010101010101010100000000001010000101011110100000010110101011001010110010011010010010011001100110010000110000101000011111000000001000011100010001101110110100000001
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_292.jpg;1111101100011101010100110111100111110001110111110011111000111001100010011001101100100100100101101101111011010011101101010110101110110101010000010000101011111011111101010101000101010100101010101000000101001010101001010110101001010110101001000010100101001010010110111101011010110101001010110101001111100101010010101010100101010101001011101010101010101010101110111110111010111110100101000000101010100100001010100100101000001011001001101101100110011000010011110011011000000000110110001111001101101010100001000000100
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_286.jpg;0000001100011001010010110011000111011101011111010001010111110011100110011011001101101101101100111101001010010000101101000110101010111001011000000101000000000000000000000100000001011010101010100001010101101011100101011010100101010010100101001010110100101001010010110101001010010101101010010100101010010101011011101101000101000010111110111111010101010101010100010001000000101110111010110101000111101001000011000101110111011000011011000100101010101011110001110111110110011111011110111111000100111101001101110001110
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_244.jpg;0011111100011001010100110011000111111001111111010001110000110001100010011001001100101100100101111101011011010011101001010000101110101001010000010001010101010001010101010000000101010010101010101101000100101010100101011010101000010010100101001010110101101011010010100101001010010101101010010101101011100101010011101111010101010010111010101110100000000000000010111111101110101011110100010101101010100100001010010110100100100100100100100111010011001100011010100010010011000110001010001100000000100010100000000111111
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_278.jpg;0000010101111001001000101110001001110010000100000010110011011110011100110111011000000010000010001011010111100000011110101000000001111010101010101011110000001010010111111010101011111110010100000000111111111101010110111111010000101000010111101001000110100100101010000110101000010110101101000110110000001010101001000100011010101110101000000000010101000100000101000000010000000000001010101010010101101010010100111001001010010010010010001000001010101010000100111101000001111000000000011011110110001101110010010011010
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_287.jpg;0011001001100000010000101110101011000100000110000011011011010000100100000000000001001000001001001001011111010001101011110101000010111110011001010000000100000000000000000001000000111010111011000100000011101010010101101010110001001010110100001010110101101100011010110100101011010110101001010110101101010101101011010101001011101110100000000100100001000000000101010000000001101000101010000110000011001000000011101001111001001000001001001100101010011000100011100011100011111101000101100010110001001010100000000000000
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_293.jpg;1111000111110010001010101011110101111001111111111011110001110011100110001000101001100100100101101101001111010011101001010001111110100101010101010000000001010001010000010101000101111010111011010000010010101011010001011010110100010000111001010010100100001011010100110001101111010100111001000110110001011010101011000100101010101011000010011001010101010001010100010101000101001010101011110000010100101000010101010111010001101000010010001010000000110011101111011111000111000000000001011101100010001010110111010111111
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_50.jpg;1101110111011001101100011000100110101000001100011000000110111001000100010001101110110100110110100001101011010010101000001110100101000001000100010101000101010001010100010101000101101010101010010101000011111010011110011101001110101100001010010100101011010011100101011010010101101001010110111001010101101011010100011110101111010101000100011110101011101110101010101110101010101011010101010010101010010100101011010110100101101101101101110110110111011101111001110000111100001000000010001100001001001010110011100000100
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_132.jpg;1100101011111011111011011001011101111001011000011110100110001101011101110100110110010010010010000010100001001010000100001010111100010101000000010111101010111111101011010100000101010001101110111011010100001110101101010010101101010010101101011010100100101010010010100101001010010101111011000000101010010100001010101101010000011110101010100001010100000000010000000000000001010100111010101000000100101010000100101001011010010010010010000010001000100010001100001100000010001100000010001110000100011001100110110100010
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_126.jpg;1110000111110001000101110110000001010100010000000001110001101000100010010001001101101101101101011001011010100100101010010101001010101010100000000100000000000000000000010101101111101010101100010101011111101101010100101011010101101011010100101001000010100100111011010110101000011110110100001010100000001010101011101000010000001010111110111100000010000000010100011111110110101001010000000101000011010101101010000100110111100101101010010110110011100010011110100110100010000100000010000101110100011111000011011111110
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_44.jpg;0001111111111111111111011101110100000000000000001100100110101101011101110110010111001001001001011000010110001101011111011101001111111001010111010001010101000101010001010001010101000011111011111001010100101111100101011010100101010011100101011110000100101001010011100101101110010100101010010100101010000101001011101001000101011010111111101001000101000101010010010100000101101001010010111010110001001010110101111011011111010011010011010011101010101011000110100111001011110000000110010011000100101110100010000100000
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_78.jpg;1101101111000101100001001100001100001111111110010110110110101101110011001101110110110111110110110110101101011011110101111010110000010000011010101010101010101010111010101010111000000001010100101010100101010000101010010100111010010100111000010010100001001010010010101001001011010101101110000100101011000100101010100100000000101010101001000000000001000000010100000000000000000000000000001011111111111111010101101001011110010010010010010011011001100110001000000000001011100001111110010111001101111110100000000000100
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_87.jpg;1111110111110011101001001000110110111101111101010111000111001111011100110110011111001011011011011010100111101101010111111111111111110101000000000100000010100000000000001010101011010000010100101111001111101001000000101001000000101001010010101001000110100100111011000010100000001010110100001110100101001010101001010100011010101000010100000000000000101110101010101111100000001010101001000100101010110000101011000010110000101110101101100101100111001101110001011110001110110111110111001101000000100000000000000010000
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_318.jpg;0011100000111111000000001101010011111000001000001111100111101000011001010111111001010100100010100110100100101100000010001010101001010001111110111110010000001010101010111011111101101101010000010110101000010000101011010001010111101001010010110101011010010000101001001010000101001010010101011010010100011010100100001010101011000001000000000111101010110100101010111010101111110101000011000001011010010101101001011010101101100100100100100010000111011000110000000011111111100000000010001100000001011110100010111001111
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_196.jpg;1000000010001010111011011011111010111101111110110101110001100000001010011011001001100100100101101101001110010000101001010100101110101001010101010101000001000001010001010001000100111110101011010001010110101010010101001010100101001011100101011010010100101001011011110101101111010110101000000110101000010100101011110001010000101010101011010100000000000000000101010000000101010011111010101000000000101010010100111101001111011011011001011001100100011001100111110011110111010000101111000111010010000010000011000111110
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_141.jpg;1101110111011100000000100011100111111111100110011011100111110101001100110010011101001001001001001101101011000110100100000110101010100101000000000000000000000000000000000000000001111010101010100101010111101011110100011010110101010110101101001010100101101010010010110101011011010101101011010100101011010101011010100101000100101110111110010101000101000001010000000000000100000001111010101011010101101010110101001111010011101100101000000110010001000100011010101000001000000010100000001110011001001011110111111111111
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_23.jpg;0000100010111011010110110011100111111101110000001011110000110000100010001000100010100100100100100101101101011011110001011010111100000001010111111011101111111011111010101010100101111110000001110000000111100001010000111010110100111000110100111001010011100101011010010010100001001011100101001010100101001011111001010101101111111001010100010101010110101011101110101010110100000101010111111011110100001010010010111101001001011011011101011000100110011001100111110011100111111101110101001100010010001010100111110000100
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_37.jpg;1110100010010000001001100010100010011011110010010100001001110000000001011000101101101000101000101110101001010100101000000011011010000100010100010010011000000100100111000111000001000101101110101111010100011010101011000111101001000100101011000110111100001010010110100110010010111010110000001010010010101010000100001010111010000101000101000010111011101010101010101111111110101011100100001010111010010100001010000010100001101100101100100110110011000100111001010000011000100011111010001100001001101111101111111011111
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_169.jpg;1110000001110000001111110100010100000001111110010111101110001000010100000010001010110100100100000011000010100000110110100100000101101010111010101101010100010101000001011001011111111011111101010001001010101100000111101011010101001011000100111101010110110101001011010110100100011010110101011010010101011010100100010100100110101101101000010101000101010111111010101010110000000001010001101011110001000010111101001010010010110100110010000010101001100011101100011111000111010000000001110011100000110101001001011001100
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_237.jpg;1111100011101001000101110110000100001000111001100000011000110000100010001000100000100100100100100101011001110010100001000010111000000000010011101010101111111110101011101010101001010000000101101010100101000011111010010001111100110001110001101011000010001100011001110011101011001110001100001110001101000110101001010100001000101011110110100100000010101010101011111111111110111011101101010101101010110000001011010110110000101100101001101101000010111011010111011111000101011001110000011111100011010101111101111111100
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_223.jpg;1111111100010001010100010010001100100000000001010011110101101001110100001101100101001101101001110101001010010001101001010100011110111011010000010001010100000000010100010001000000010111111010100100010100101010100100000110101001010110100100001010010000101000001010100101101011010001111111000100111001010000101000000101000000101000000011000011101010101110101010101010111010101110100100000000001110101101011100010001001000100100100100101100010001000100110011100010011000001000011000001100011001101010110000001110100
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_222.jpg;0010100001101100111000001110000001000100000000011100100110000000110000000111000010011010010010000110100000001010010100001010100001000001001010111010101110101011111010111010101110000001010100001010101000010100101010000100101010010100101000000010100001001010010100101001010011100001001010000001001011100001010010101010000001010010101010101110100000000000010000000001000001101010111010100101000010101001000010100101101001001001001001011100100110111001110101010001100000001000111000001001100011000100011011100100000
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_36.jpg;0001111000101100101001011101110100111001111111010001111101110011000110011011001101100101100100111001001110011110111101001010101101010000011010111111111010101010111010101010101101000101010000101010101100010100101010010101011010110101001010010100101101010011110101101011010110101101010010101101010010101101010101001010111101010101010010101010101111111111101111111111111110101010101101010101001010110101001010010100101101101101101101111101110111011001110101000000100010000010011000001011100110100000011110000000000
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_154.jpg;1011101111111100000000100000001000001000001001001110010010000000100110001000000000100100101000101101001011010010101000010000111010101000000000000101000001000000010101000000000000001110101011101001000101101010100100010110101001010010111101001010110001101110010010110101101011010101101011010100101011010101011010101101000101011010111110111001010101010001010000010101000101010010101010111101010101101011010101101101011111010010011011011001101100100011100010001101100011011001110000011000100010000001011111111111101
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_140.jpg;1001111000000000101000001100000011000000001010001111100011100100001010100010010011101001101000011010000110101001011010111101010101101011111110110101010101010001010100010101101011101010100101010101001010101000010110101011010001101011010100101001010010100101101001010110110001001010100100001010100100001010101101010000101010101101000100010000001010101010101010101010101100000001010101111010101101010110101101011010010110110110110110010011011101110111010111110010011100000000100010000100001001001000000000000000000
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_22.jpg;0000001011001000000010000001110011110001111110110111101111110010001000001011001001101100100100101000001010010010100001010110111010010001010000101010101010101010111010111101010101010001011110111010010101011111101001010010101011010010101001000110100001001010010101101001000010100101011010110101001110101101010101101010111000010000000000101010111011111010101010101011111010101010010100000010101011010100101010000010110000100100100100100110010011011100011000100010011000001000001111000010000111100000001100100100110
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_183.jpg;1111111110001001000101100110001111010000001101100110111011110011100011011010100100110111110101111101101011010110101110100110100100010101101111111111101010101111111010010101000101010000101010100000000001101110100001001010101001011010101001001010100101101010010010110101001111010101101011010100101001000100101011100100010000101010111110111011010101010001010101010101000101000000111010101011010000101010110101101001011111011011011011011001101100111011100100001100000010001000100011100000000011110100001000111001111
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_195.jpg;0111111100111101010100100011000101011101111000001001111100100001110011011101100000000011010111110110111101101011000101101011010100010101101110101010101010111010111111100100001010010100000011101110000101101010101000010101101110010100101100001010111001011010100100111001010010111010110011010010110100011001100100001101111000011001111010101111111110111000010000000000000101010101101111101001000100111001011010100110100101101101111001000110011101010110111100011000110011100000011000000110011101011111000111011111111
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_181.jpg;1111011111111001001101110101010111010000001110001000010011111001100100011110100100111100111000001101011000000110100000000111101011000000000001001010101010101010101010101111000000010001010010101010100100010110101011010101101011010100101011000110101001011010100101101101010110101101011010100101010010101101010100101010101001010101000010101010111111101010111111111110101010101010000001000100101010010100101010000010110000100100100100100110010001100100011000000000011010001000110011000000100100101001010010011111111
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_156.jpg;1100000000001100000000001100010011000000000000001100000010001100111001110110110010011010011010000010100101101010010100101010000001010010101010101110101010101010111110111111101011101001010100001110101010010100001010100101001010100101011010110101001010010010101101001010010101101011010100101011010100101010110100010010101010100101000000000010101010101010101010101010101010000000000101001010101000001000000010110100101001001001011011011100100110101000100011000100100011100001111000000000000010100000001000001010100
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_34.jpg;0110010000000110000110100010100000100000001110000000100000001100110011000100110010000010010010000110100001001010000100001010101001010100000010101010101010101010101010101110101101010001010100101010101101010100101010110001001010100001001010110101101010010010100101001010000100101010010110101001010100101010010101001010101010000001010100001010101010101010101010101110101010101001000101000010101010010100101001000010110000100100100100100110010001000100011000000000001000000000000010001010100110100001011000011010000
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_20.jpg;0001011111011001000110010110100111110001011110110001010000001000100010001000100000100110100100101101001011010110101001010000101010101000010100000000000000000000000101010101000000111010101011000101010111101010010100001010110001001010110101001010010100101100011010110101101010010010101001010110101011010100101010100101010101101010101011100001010101010001010100010101010101001110101010110001010010101001010010100101101101001001001001111100110111011100111001110000011000000000000000001110011001001010110010001101110
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_142.jpg;0000101001010111111010010110111111010101110011000100100010101000010001010101010111111101101000001010000000101000010110101010000101010010111010111111111111111111111111111111111110100101010100011010101000010101101010010101001111110101001011010101101110010011100100011010010100101001010010111001010110111011010101011011111110010101010001011011111111111111111110111111100101000000000101111010101100010111111101011011101101110100100000100011011101110101011101100000000000001000100011000100001101111111101111010111110
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_234.jpg;0000000000000000000000100000100011000000001101100000011000100000100010001000001001101100101101101101011010010100101010010101001010101011010000010101000101010001000101010100000000101010101010000101010111101010010101101010110001001010110101101011010010101100011010010100101001010010101101010010101101010111101010010001010110101010101101010101000101010001000000000101000100010001001010101111000101101010010100101101001011001010001001001100100010000000011011000010000010000000010000000111001101111101100010011110001
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_208.jpg;0111111100111000000000101110001011101000100011011110011111000111111111111110110101001001001001011011010011100101001010100101000110101110101001010100000101010001010001010101011010111110101000010101001011101000010100101010000001001010010100101011010010100101001010010100101001010010101101010010101101010110101011010001010010101110101101000000000000010100000001000000000101000010111010111101000111101001000110100101101101001011011111011101110110001101010001110000111000001000001010001100001001101010100010001111100
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_209.jpg;1001100011101000010000100001110000101000111100000111011010011010100010101011001101001101101101011111010011110101101011110101010110111010101000000100000101010101010000010100000011111110101000010101010111101011010101101010100101001010010101101011010110101101001011010100101001010110101101010110101001010010101011010101000111101010111100000001000001010001010100010101000101000100111010101111000101101010000101101101011011011011011010000001001010100010000010000110001000111000000011001000111111011001111111100000011
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_235.jpg;1111000000000000000000100011000000111001111010000111000011000110011001100110110011011010011011010110110101101001000011111001010101011010111111111011101110101011111110111111111110101101010100001110111010010000111010000100001010110100101010000100111001010010100100101001010010100001001011100101001010110000000010101111000001010010101010101111000001000000000000010100000001010001101110100001000010101001010110110111100101001000101001001110000001010000001010001110000010000000000000001111000101100101111100100000001
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_221.jpg;0111111100000000000011000100101001000000000010100000101101101100011001100100110010010011010010100100101001001110110100011110101101010101011111111111111111010101010100011111101010101010000001000010101011000100001010100001011010100001001010110000101001001011110101110011001110000001101011010101101111010001011011111101000101011010101011010101010100000001011101011000000101010111101010110101000111101011000110101101011011011010011011011001100110011000100011000011100000001101111111100010100010000000001000001000011
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_21.jpg;1110000111111011000011111101010110000000000111011111111101100000000000000111111111111101100010000000100000000111111111111111010111001100110000000000000011111111111111111111101111101000001010100000001010010101011110110101011110100000000000001010000010100101100101011111010101101011010010000000101010000100111001010110111111010101010111101110000000000000010010101011101111111001100010010000000001001111101000010011100101001000001010010011010111011101010000100100010111111100000010010011111101100001011111000000100
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_143.jpg;0011110000001100000000000011000011000110000000000111110111110110001000110011001101001000001001011011110111110101001000100000000011111101110000010001010010101001010101010101101110101000101011111010011111101011100001000010110001101011110101111011000110101101111011110101101111010110101100010010101010010101101010100001010111101111111010010001010100000101010000000100010101010101010111111010101010000101101110010010110100101101101101110101110111011100110001100000111000000000111000000000101011001000001100011100111
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_35.jpg;0011000000110010101000011011010000000000100110001111011010101100010100010111011111000111101101011001101111100000001010010101001010111111110100000001000001000000000000010111010000001010110010000101000010101010010100000110100001011010100100010110011100110000000011000010101000000000101010000100111010111000010110101111110001000001111010111110101010100000010000011110111111101010101101000001101010100101001011010110100101101100101000100110110011001100111000101000100000101000000010001000111011000000000000000001111
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_180.jpg;0010111111111000000000100110000011000000000111000111110011100010001000110011001001001000001001001011010011100100001010100101010010101110101000000000000101010000010000000000001011111010101001000100001010101000010000101010010000101010010100101001000010100100001011000010101001011010100100001010100100000010101001000001001011101010111010101000010000000000000000000001000101010001111010101000000101101011010100101101011011010010011010000010101011101101111100111001110111100101111110011111101111110100000000000000000
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_194.jpg;1101010010000000001000001100011010100001111000001100110010001100011011101000100111011001101000011110010000100000001011100001010000101010111010100001000001000001011010101111111111111001010100010010101011010001011010101101010110101101010010110101001010010110101101001010110000101010010100101011010100101010110100010110101010000101000000001110101011111010101010111110101010101010101001000101011010110100001010010010100000101100100100100100110111011101111000010000111110000000110000000100001001011110000000110101110
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_184.jpg;0000000000000010101011011011111000000010110000111110000111001100011101110110110110011011011010010110100101101011010100101010100101010001101111111110101111101011111010101110101111000001010100111010101101010101101010010101001110110101101010010100101001010011110101101011010110101001010010111101010010101001010100101011100101010101011010111110101111111011010100011011101111111111111011010000001111110101011010010110100100100100101100110110010111011101011000110001110100101001101010011000110111010001011000010110011
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_31.jpg;0000100000001000010000100010000010001000001010000111010010000000111011000110100011010010011010000010100100101001010010101101010000101010101010101010100000001010111110101010101010101000000100000110101010100101010010101001010010101001010010101001001010110100101001000010100101001010100100001010100101001010101001010000101010101000010100000100001011101010101010101010101010000000010100001010101000010000101001000010010010100100100110000010011001100110001000001100000011000000011110101000010001000100011000000001111
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_153.jpg;0000001010000010111110111001111000000000000011000011000001101011000100010011001101011101101101011001001010010100101000010100101110101001010101010101101011101011101010100101010100010101111100111011101101011101101010010111001110010010101000001001111011010111110101011010100101101011000110101111000101101011010101011110101111010001000101111111101010111111111110101010101010111111100100010101101010110101011010110100101101101001001101101101110010001100111001110000111000100000000000001100011000001000111110010111100
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_25.jpg;1111000000000010010110010011100111111101111111010011110001110001100010011001001101100101100101111101011011010001101001010001101110101001010100010000000101010001010000000101000101010010101010101100010101101010100101010010101001010010101101011010100101101011010110111101001010110101101010010101001010110001010010101011010101010001101010111011111111110101010000010110101010111110101001000101001010100100001010000100100001101100101101100100110011001100111001100000111000000000000000001100001001101010110010000010100
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_219.jpg;1111111000011000000000100111000011010001011111110011111101110011100110011011101101101100101101101101001010010101101011010001111110101011010100000000000101010101000100010101010101011110111011110001000011101010010101011010100001011010110101001010010100101100011010100101101011010110101000000110101001010001111010110101000010111010111000000000000000000000010100010100000001000000000010100011110110101110111000000010110010000110101000100100110011000100011000111000111000000000100010011111001101111111111111010101111
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_231.jpg;1111111101011001000100100111000111010101011111100000111000111000100010001000100000100100100100101101001011010111101001010100101010101001010100010000010000000001010101010101010101011010101010110101010110101010010101001010100001001010110101001010010100101100001010110101101011010010101001000010101001010100101010100101010010101110101001000101010100000000000000000000010001010000111010101010101010110100101011000110110101101101100100110110110111011101111000111000111100001111111111011101001110101110111111000000000
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_230.jpg;0110000011100010001101010001001001001000011010011101011111001001110111011001101101001100000011001100001010000110101010000000101010110101100100010101010101010001010101010000000000000000000011101110101101010011100101011010111000011010110000001010110101101001011110111101001011100101001010010101001010110101111010110101000001111011111110100000010000000000000000000101010101010001111010111100010011111011010110101001101111011011011111010100100110001001110011110011010000110010000001001011111111011000001000000111000
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_218.jpg;1000110010000000101011011011101000000101110111000100000011000010011101110111101110001000011011011010110100111100010010101000000001111111111111111111101111010001010000000100110110101011010100010000011010101000010001101111010000101000010011101010000011101000001010000001111111010011101101100111101011000000101010100101000001101111101010101010110000010000010100010000010110111111111010100000010011101100011110110000101101101001001001101100110010001000010011110000011000100010111000001100001000101010110010100000000
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_146.jpg;1111111101011101000100100111100111000011001101010011011000011001100010011001100100100100100100100101011011010010101001010001101110101001010100010101000101010001010100010000000101011110101010110101010100101010110101011010110101011010100101011010010101101101010010110101001011010100101011010100101010010001001010101001010101011010111111111111000101010001010101010101010101111111101110111101000010111001000011100111011101101101101111010110100101011011101100001100110011010000010010111000110111010001001111011001111
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_24.jpg;1101101111000101000000100110000101011101111111110011011010111011101010001001101101100100110101111101101011010011101100010011101110010101010000000000101010101111111111010100000101010100101111101001000101001010101000010110111000010110111001000010100001001010010110101101011110100001001010100101001011110001010010101010100001010101101011101110111010110100010100000110101010111110101001000000001010100100001010000010100000100100100000100101010001000100001010000010001000000000100000100010010101011000001000011111110
Postmodern;245;/data/data_final_100_learn/Postmodern/Postmodern_30.jpg;1010000100001100001011100010100011011101110010000000100010111010100010001001100000101101101101111101001010010100111010000101000011101010101001000000000101010101000001010001011110101010111000010001011010101000010101101111010101101011010101101101000110100100001011000110101000010110111100001110111100010110101011100001010000101010111010100100000101010000000000010101010000111110111010100101010010101001010010110101101101001001001001101101110111011100111001100000110000000000001000101000110011010001010000000000001
